clan1,family1,clan2,family2,distance
CL00116,RF03117,CL00069,RF00357,24795.0
CL00116,RF03117,CL00069,RF00509,24435.0
CL00116,RF03117,CL00069,RF00530,25236.0
CL00116,RF03117,CL00069,RF00570,25228.0
CL00116,RF03117,CL00069,RF01169,25226.0
CL00116,RF03117,CL00069,RF01278,25248.0
CL00116,RF03117,CL00116,RF03116,10970.0
CL00116,RF03117,CL00116,RF03117,0.0
CL00116,RF03117,CL00116,RF03118,17335.0
CL00116,RF03117,CL00116,RF03119,12321.0
CL00116,RF03117,CL00116,RF03120,14220.0
CL00116,RF03117,CL00121,RF00114,23727.0
CL00116,RF03117,CL00121,RF03137,25264.0
CL00116,RF03117,CL00121,RF03143,25220.0
CL00116,RF03117,CL00121,RF03161,25248.0
CL00116,RF03117,CL00124,RF03155,24632.0
CL00116,RF03117,CL00124,RF03162,25104.0
CL00116,RF03117,CL00150,RF00742,24802.0
CL00116,RF03117,CL00150,RF04303,23818.0
CL00116,RF03118,CL00012,RF00162,7416.0
CL00116,RF03118,CL00012,RF00634,7058.0
CL00116,RF03118,CL00012,RF01725,7134.0
CL00116,RF03118,CL00013,RF00100,6217.0
CL00116,RF03118,CL00013,RF01052,42503.0
CL00116,RF03118,CL00014,RF01315,8227.0
CL00116,RF03118,CL00014,RF01317,8233.0
CL00116,RF03118,CL00014,RF01327,8241.0
CL00116,RF03118,CL00014,RF01328,8237.0
CL00116,RF03118,CL00014,RF01338,8237.0
CL00116,RF03118,CL00014,RF01352,8241.0
CL00116,RF03118,CL00014,RF01379,8211.0
CL00116,RF03118,CL00024,RF00392,7455.0
CL00116,RF03118,CL00024,RF01240,5703.0
CL00116,RF03118,CL00034,RF00407,7130.0
CL00116,RF03118,CL00034,RF00430,7474.0
CL00116,RF03118,CL00034,RF00566,7095.0
CL00116,RF03118,CL00034,RF00598,7650.0
CL00116,RF03118,CL00069,RF00152,8117.0
CL00116,RF03118,CL00069,RF00181,8140.0
CL00116,RF03118,CL00069,RF00284,8128.0
CL00116,RF03118,CL00069,RF00357,7702.0
CL00116,RF03118,CL00069,RF00509,7342.0
CL00116,RF03118,CL00069,RF00530,8143.0
CL00116,RF03118,CL00069,RF00570,8135.0
CL00116,RF03118,CL00069,RF01169,8133.0
CL00116,RF03118,CL00069,RF01278,8155.0
CL00116,RF03118,CL00116,RF03116,9841.0
CL00116,RF03118,CL00116,RF03117,17335.0
CL00116,RF03118,CL00116,RF03118,0.0
CL00116,RF03118,CL00116,RF03119,26276.0
CL00116,RF03118,CL00116,RF03120,6761.0
CL00116,RF03118,CL00121,RF00114,6738.0
CL00116,RF03118,CL00121,RF03137,8195.0
CL00116,RF03118,CL00121,RF03143,8127.0
CL00116,RF03118,CL00121,RF03161,8155.0
CL00116,RF03118,CL00124,RF03155,7685.0
CL00116,RF03118,CL00124,RF03162,8115.0
CL00116,RF03118,CL00150,RF00742,7709.0
CL00116,RF03118,CL00150,RF04303,6725.0
CL00116,RF03119,CL00012,RF00162,33498.0
CL00116,RF03119,CL00012,RF00634,33262.0
CL00116,RF03119,CL00012,RF01725,33242.0
CL00116,RF03119,CL00013,RF00100,32091.0
CL00116,RF03119,CL00013,RF01052,17267.0
CL00116,RF03119,CL00014,RF01315,34371.0
CL00116,RF03119,CL00014,RF01317,34377.0
CL00116,RF03119,CL00014,RF01327,34385.0
CL00116,RF03119,CL00014,RF01328,34381.0
CL00116,RF03119,CL00014,RF01338,34381.0
CL00116,RF03119,CL00014,RF01352,34385.0
CL00116,RF03119,CL00014,RF01379,34355.0
CL00116,RF03119,CL00024,RF00392,33569.0
CL00116,RF03119,CL00024,RF01240,31753.0
CL00116,RF03119,CL00034,RF00407,33252.0
CL00116,RF03119,CL00034,RF00430,33580.0
CL00116,RF03119,CL00034,RF00566,33145.0
CL00116,RF03119,CL00034,RF00598,33684.0
CL00116,RF03119,CL00069,RF00152,34261.0
CL00116,RF03119,CL00069,RF00181,34284.0
CL00116,RF03119,CL00069,RF00284,34272.0
CL00116,RF03119,CL00069,RF00357,33846.0
CL00116,RF03119,CL00069,RF00509,33486.0
CL00116,RF03119,CL00069,RF00530,34287.0
CL00116,RF03119,CL00069,RF00570,34279.0
CL00116,RF03119,CL00069,RF01169,34277.0
CL00116,RF03119,CL00069,RF01278,34299.0
CL00116,RF03119,CL00116,RF03116,19229.0
CL00116,RF03119,CL00116,RF03117,12321.0
CL00116,RF03119,CL00116,RF03118,26276.0
CL00116,RF03119,CL00116,RF03119,0.0
CL00116,RF03119,CL00116,RF03120,22807.0
CL00116,RF03119,CL00121,RF00114,32836.0
CL00116,RF03119,CL00121,RF03137,34315.0
CL00116,RF03119,CL00121,RF03143,34271.0
CL00116,RF03119,CL00121,RF03161,34299.0
CL00116,RF03119,CL00124,RF03155,33697.0
CL00116,RF03119,CL00124,RF03162,34153.0
CL00116,RF03119,CL00150,RF00742,33853.0
CL00116,RF03119,CL00150,RF04303,32869.0
CL00116,RF03120,CL00012,RF00162,11829.0
CL00116,RF03120,CL00012,RF00634,11619.0
CL00116,RF03120,CL00012,RF01725,11611.0
CL00116,RF03120,CL00013,RF00100,10564.0
CL00116,RF03120,CL00013,RF01052,38708.0
CL00116,RF03120,CL00014,RF01315,12724.0
CL00116,RF03120,CL00014,RF01317,12730.0
CL00116,RF03120,CL00014,RF01327,12738.0
CL00116,RF03120,CL00014,RF01328,12734.0
CL00116,RF03120,CL00014,RF01338,12734.0
CL00116,RF03120,CL00014,RF01352,12738.0
CL00116,RF03120,CL00014,RF01379,12708.0
CL00116,RF03120,CL00024,RF00392,11856.0
CL00116,RF03120,CL00024,RF01240,9966.0
CL00116,RF03120,CL00034,RF00407,11547.0
CL00116,RF03120,CL00034,RF00430,11871.0
CL00116,RF03120,CL00034,RF00566,11456.0
CL00116,RF03120,CL00034,RF00598,11991.0
CL00116,RF03120,CL00069,RF00152,12614.0
CL00116,RF03120,CL00069,RF00181,12637.0
CL00116,RF03120,CL00069,RF00284,12625.0
CL00116,RF03120,CL00069,RF00357,12199.0
CL00116,RF03120,CL00069,RF00509,11839.0
CL00116,RF03120,CL00069,RF00530,12640.0
CL00116,RF03120,CL00069,RF00570,12632.0
CL00116,RF03120,CL00069,RF01169,12630.0
CL00116,RF03120,CL00069,RF01278,12652.0
CL00116,RF03120,CL00116,RF03116,6388.0
CL00116,RF03120,CL00116,RF03117,14220.0
CL00116,RF03120,CL00116,RF03118,6761.0
CL00116,RF03120,CL00116,RF03119,22807.0
CL00116,RF03120,CL00116,RF03120,0.0
CL00116,RF03120,CL00121,RF00114,11173.0
CL00116,RF03120,CL00121,RF03137,12594.0
CL00116,RF03120,CL00121,RF03143,12624.0
CL00116,RF03120,CL00121,RF03161,12652.0
CL00116,RF03120,CL00124,RF03155,12192.0
CL00116,RF03120,CL00124,RF03162,12442.0
CL00116,RF03120,CL00150,RF00742,12206.0
CL00116,RF03120,CL00150,RF04303,11222.0
CL00121,RF00114,CL00012,RF00162,1150.0
CL00121,RF00114,CL00012,RF00634,828.0
CL00121,RF00114,CL00012,RF01725,512.0
CL00121,RF00114,CL00013,RF00100,2423.0
CL00121,RF00114,CL00013,RF01052,49033.0
CL00121,RF00114,CL00014,RF01315,1593.0
CL00121,RF00114,CL00014,RF01317,1599.0
CL00121,RF00114,CL00014,RF01327,1607.0
CL00121,RF00114,CL00014,RF01328,1603.0
CL00121,RF00114,CL00014,RF01338,1603.0
CL00121,RF00114,CL00014,RF01352,1607.0
CL00121,RF00114,CL00014,RF01379,1577.0
CL00121,RF00114,CL00024,RF00392,1143.0
CL00121,RF00114,CL00024,RF01240,1941.0
CL00121,RF00114,CL00034,RF00407,1408.0
CL00121,RF00114,CL00034,RF00430,1120.0
CL00121,RF00114,CL00034,RF00566,1481.0
CL00121,RF00114,CL00034,RF00598,1164.0
CL00121,RF00114,CL00069,RF00152,1483.0
CL00121,RF00114,CL00069,RF00181,1506.0
CL00121,RF00114,CL00069,RF00284,1494.0
CL00121,RF00114,CL00069,RF00357,1074.0
CL00121,RF00114,CL00069,RF00509,766.0
CL00121,RF00114,CL00069,RF00530,1509.0
CL00121,RF00114,CL00069,RF00570,1501.0
CL00121,RF00114,CL00069,RF01169,1499.0
CL00121,RF00114,CL00069,RF01278,1521.0
CL00121,RF00114,CL00116,RF03116,15765.0
CL00121,RF00114,CL00116,RF03117,23727.0
CL00121,RF00114,CL00116,RF03118,6738.0
CL00121,RF00114,CL00116,RF03119,32836.0
CL00121,RF00114,CL00116,RF03120,11173.0
CL00121,RF00114,CL00121,RF00114,0.0
CL00121,RF00114,CL00121,RF03137,1555.0
CL00121,RF00114,CL00121,RF03143,1493.0
CL00121,RF00114,CL00121,RF03161,1521.0
CL00121,RF00114,CL00124,RF03155,1163.0
CL00121,RF00114,CL00124,RF03162,1565.0
CL00121,RF00114,CL00150,RF00742,1115.0
CL00121,RF00114,CL00150,RF04303,595.0
CL00121,RF03137,CL00012,RF00162,929.0
CL00121,RF03137,CL00012,RF00634,1229.0
CL00121,RF03137,CL00012,RF01725,1127.0
CL00121,RF03137,CL00013,RF00100,3618.0
CL00121,RF03137,CL00013,RF01052,50466.0
CL00121,RF03137,CL00014,RF01315,130.0
CL00121,RF03137,CL00014,RF01317,136.0
CL00121,RF03137,CL00014,RF01327,144.0
CL00121,RF03137,CL00014,RF01328,140.0
CL00121,RF03137,CL00014,RF01338,140.0
CL00121,RF03137,CL00014,RF01352,144.0
CL00121,RF03137,CL00014,RF01379,130.0
CL00121,RF03137,CL00024,RF00392,920.0
CL00121,RF03137,CL00024,RF01240,2794.0
CL00121,RF03137,CL00034,RF00407,1265.0
CL00121,RF03137,CL00034,RF00430,887.0
CL00121,RF03137,CL00034,RF00566,1264.0
CL00121,RF03137,CL00034,RF00598,735.0
CL00121,RF03137,CL00069,RF00152,232.0
CL00121,RF03137,CL00069,RF00181,209.0
CL00121,RF03137,CL00069,RF00284,227.0
CL00121,RF03137,CL00069,RF00357,601.0
CL00121,RF03137,CL00069,RF00509,921.0
CL00121,RF03137,CL00069,RF00530,214.0
CL00121,RF03137,CL00069,RF00570,144.0
CL00121,RF03137,CL00069,RF01169,218.0
CL00121,RF03137,CL00069,RF01278,202.0
CL00121,RF03137,CL00116,RF03116,17268.0
CL00121,RF03137,CL00116,RF03117,25264.0
CL00121,RF03137,CL00116,RF03118,8195.0
CL00121,RF03137,CL00116,RF03119,34315.0
CL00121,RF03137,CL00116,RF03120,12594.0
CL00121,RF03137,CL00121,RF00114,1555.0
CL00121,RF03137,CL00121,RF03137,0.0
CL00121,RF03137,CL00121,RF03143,146.0
CL00121,RF03137,CL00121,RF03161,172.0
CL00121,RF03137,CL00124,RF03155,684.0
CL00121,RF03137,CL00124,RF03162,266.0
CL00121,RF03137,CL00150,RF00742,554.0
CL00121,RF03137,CL00150,RF04303,1538.0
CL00121,RF03143,CL00012,RF00162,889.0
CL00121,RF03143,CL00012,RF00634,1175.0
CL00121,RF03143,CL00012,RF01725,1099.0
CL00121,RF03143,CL00013,RF00100,3620.0
CL00121,RF03143,CL00013,RF01052,50422.0
CL00121,RF03143,CL00014,RF01315,100.0
CL00121,RF03143,CL00014,RF01317,106.0
CL00121,RF03143,CL00014,RF01327,114.0
CL00121,RF03143,CL00014,RF01328,110.0
CL00121,RF03143,CL00014,RF01338,110.0
CL00121,RF03143,CL00014,RF01352,114.0
CL00121,RF03143,CL00014,RF01379,84.0
CL00121,RF03143,CL00024,RF00392,888.0
CL00121,RF03143,CL00024,RF01240,2822.0
CL00121,RF03143,CL00034,RF00407,1185.0
CL00121,RF03143,CL00034,RF00430,857.0
CL00121,RF03143,CL00034,RF00566,1254.0
CL00121,RF03143,CL00034,RF00598,719.0
CL00121,RF03143,CL00069,RF00152,158.0
CL00121,RF03143,CL00069,RF00181,135.0
CL00121,RF03143,CL00069,RF00284,159.0
CL00121,RF03143,CL00069,RF00357,509.0
CL00121,RF03143,CL00069,RF00509,825.0
CL00121,RF03143,CL00069,RF00530,144.0
CL00121,RF03143,CL00069,RF00570,76.0
CL00121,RF03143,CL00069,RF01169,142.0
CL00121,RF03143,CL00069,RF01278,132.0
CL00121,RF03143,CL00116,RF03116,17224.0
CL00121,RF03143,CL00116,RF03117,25220.0
CL00121,RF03143,CL00116,RF03118,8127.0
CL00121,RF03143,CL00116,RF03119,34271.0
CL00121,RF03143,CL00116,RF03120,12624.0
CL00121,RF03143,CL00121,RF00114,1493.0
CL00121,RF03143,CL00121,RF03137,146.0
CL00121,RF03143,CL00121,RF03143,0.0
CL00121,RF03143,CL00121,RF03161,84.0
CL00121,RF03143,CL00124,RF03155,654.0
CL00121,RF03143,CL00124,RF03162,276.0
CL00121,RF03143,CL00150,RF00742,418.0
CL00121,RF03143,CL00150,RF04303,1402.0
CL00121,RF03161,CL00012,RF00162,955.0
CL00121,RF03161,CL00012,RF00634,1249.0
CL00121,RF03161,CL00012,RF01725,1141.0
CL00121,RF03161,CL00013,RF00100,3648.0
CL00121,RF03161,CL00013,RF01052,50450.0
CL00121,RF03161,CL00014,RF01315,96.0
CL00121,RF03161,CL00014,RF01317,78.0
CL00121,RF03161,CL00014,RF01327,86.0
CL00121,RF03161,CL00014,RF01328,82.0
CL00121,RF03161,CL00014,RF01338,82.0
CL00121,RF03161,CL00014,RF01352,86.0
CL00121,RF03161,CL00014,RF01379,64.0
CL00121,RF03161,CL00024,RF00392,892.0
CL00121,RF03161,CL00024,RF01240,2850.0
CL00121,RF03161,CL00034,RF00407,1183.0
CL00121,RF03161,CL00034,RF00430,895.0
CL00121,RF03161,CL00034,RF00566,1258.0
CL00121,RF03161,CL00034,RF00598,741.0
CL00121,RF03161,CL00069,RF00152,86.0
CL00121,RF03161,CL00069,RF00181,63.0
CL00121,RF03161,CL00069,RF00284,75.0
CL00121,RF03161,CL00069,RF00357,501.0
CL00121,RF03161,CL00069,RF00509,861.0
CL00121,RF03161,CL00069,RF00530,60.0
CL00121,RF03161,CL00069,RF00570,80.0
CL00121,RF03161,CL00069,RF01169,70.0
CL00121,RF03161,CL00069,RF01278,48.0
CL00121,RF03161,CL00116,RF03116,17252.0
CL00121,RF03161,CL00116,RF03117,25248.0
CL00121,RF03161,CL00116,RF03118,8155.0
CL00121,RF03161,CL00116,RF03119,34299.0
CL00121,RF03161,CL00116,RF03120,12652.0
CL00121,RF03161,CL00121,RF00114,1521.0
CL00121,RF03161,CL00121,RF03137,172.0
CL00121,RF03161,CL00121,RF03143,84.0
CL00121,RF03161,CL00121,RF03161,0.0
CL00121,RF03161,CL00124,RF03155,710.0
CL00121,RF03161,CL00124,RF03162,312.0
CL00121,RF03161,CL00150,RF00742,450.0
CL00121,RF03161,CL00150,RF04303,1470.0
CL00124,RF03155,CL00012,RF00162,487.0
CL00124,RF03155,CL00012,RF00634,827.0
CL00124,RF03155,CL00012,RF01725,715.0
CL00124,RF03155,CL00013,RF00100,3172.0
CL00124,RF03155,CL00013,RF01052,50092.0
CL00124,RF03155,CL00014,RF01315,732.0
CL00124,RF03155,CL00014,RF01317,738.0
CL00124,RF03155,CL00014,RF01327,746.0
CL00124,RF03155,CL00014,RF01328,742.0
CL00124,RF03155,CL00014,RF01338,742.0
CL00124,RF03155,CL00014,RF01352,746.0
CL00124,RF03155,CL00014,RF01379,716.0
CL00124,RF03155,CL00024,RF00392,680.0
CL00124,RF03155,CL00024,RF01240,2492.0
CL00124,RF03155,CL00034,RF00407,1017.0
CL00124,RF03155,CL00034,RF00430,639.0
CL00124,RF03155,CL00034,RF00566,1012.0
CL00124,RF03155,CL00034,RF00598,613.0
CL00124,RF03155,CL00069,RF00152,736.0
CL00124,RF03155,CL00069,RF00181,731.0
CL00124,RF03155,CL00069,RF00284,743.0
CL00124,RF03155,CL00069,RF00357,503.0
CL00124,RF03155,CL00069,RF00509,501.0
CL00124,RF03155,CL00069,RF00530,746.0
CL00124,RF03155,CL00069,RF00570,666.0
CL00124,RF03155,CL00069,RF01169,732.0
CL00124,RF03155,CL00069,RF01278,718.0
CL00124,RF03155,CL00116,RF03116,16592.0
CL00124,RF03155,CL00116,RF03117,24632.0
CL00124,RF03155,CL00116,RF03118,7685.0
CL00124,RF03155,CL00116,RF03119,33697.0
CL00124,RF03155,CL00116,RF03120,12192.0
CL00124,RF03155,CL00121,RF00114,1163.0
CL00124,RF03155,CL00121,RF03137,684.0
CL00124,RF03155,CL00121,RF03143,654.0
CL00124,RF03155,CL00121,RF03161,710.0
CL00124,RF03155,CL00124,RF03155,0.0
CL00124,RF03155,CL00124,RF03162,528.0
CL00124,RF03155,CL00150,RF00742,508.0
CL00124,RF03155,CL00150,RF04303,1082.0
CL00124,RF03162,CL00012,RF00162,769.0
CL00124,RF03162,CL00012,RF00634,1095.0
CL00124,RF03162,CL00012,RF01725,1129.0
CL00124,RF03162,CL00013,RF00100,3534.0
CL00124,RF03162,CL00013,RF01052,50396.0
CL00124,RF03162,CL00014,RF01315,284.0
CL00124,RF03162,CL00014,RF01317,288.0
CL00124,RF03162,CL00014,RF01327,296.0
CL00124,RF03162,CL00014,RF01328,292.0
CL00124,RF03162,CL00014,RF01338,292.0
CL00124,RF03162,CL00014,RF01352,296.0
CL00124,RF03162,CL00014,RF01379,266.0
CL00124,RF03162,CL00024,RF00392,778.0
CL00124,RF03162,CL00024,RF01240,2730.0
CL00124,RF03162,CL00034,RF00407,1151.0
CL00124,RF03162,CL00034,RF00430,751.0
CL00124,RF03162,CL00034,RF00566,1128.0
CL00124,RF03162,CL00034,RF00598,605.0
CL00124,RF03162,CL00069,RF00152,350.0
CL00124,RF03162,CL00069,RF00181,337.0
CL00124,RF03162,CL00069,RF00284,347.0
CL00124,RF03162,CL00069,RF00357,559.0
CL00124,RF03162,CL00069,RF00509,901.0
CL00124,RF03162,CL00069,RF00530,348.0
CL00124,RF03162,CL00069,RF00570,284.0
CL00124,RF03162,CL00069,RF01169,338.0
CL00124,RF03162,CL00069,RF01278,322.0
CL00124,RF03162,CL00116,RF03116,17042.0
CL00124,RF03162,CL00116,RF03117,25104.0
CL00124,RF03162,CL00116,RF03118,8115.0
CL00124,RF03162,CL00116,RF03119,34153.0
CL00124,RF03162,CL00116,RF03120,12442.0
CL00124,RF03162,CL00121,RF00114,1565.0
CL00124,RF03162,CL00121,RF03137,266.0
CL00124,RF03162,CL00121,RF03143,276.0
CL00124,RF03162,CL00121,RF03161,312.0
CL00124,RF03162,CL00124,RF03155,528.0
CL00124,RF03162,CL00124,RF03162,0.0
CL00124,RF03162,CL00150,RF00742,534.0
CL00124,RF03162,CL00150,RF04303,1518.0
CL00150,RF00742,CL00012,RF00162,889.0
CL00150,RF00742,CL00012,RF00634,975.0
CL00150,RF00742,CL00012,RF01725,877.0
CL00150,RF00742,CL00013,RF00100,3262.0
CL00150,RF00742,CL00013,RF01052,50004.0
CL00150,RF00742,CL00014,RF01315,518.0
CL00150,RF00742,CL00014,RF01317,524.0
CL00150,RF00742,CL00014,RF01327,532.0
CL00150,RF00742,CL00014,RF01328,528.0
CL00150,RF00742,CL00014,RF01338,528.0
CL00150,RF00742,CL00014,RF01352,532.0
CL00150,RF00742,CL00014,RF01379,502.0
CL00150,RF00742,CL00024,RF00392,828.0
CL00150,RF00742,CL00024,RF01240,2478.0
CL00150,RF00742,CL00034,RF00407,1129.0
CL00150,RF00742,CL00034,RF00430,805.0
CL00150,RF00742,CL00034,RF00566,1198.0
CL00150,RF00742,CL00034,RF00598,703.0
CL00150,RF00742,CL00069,RF00152,408.0
CL00150,RF00742,CL00069,RF00181,431.0
CL00150,RF00742,CL00069,RF00284,419.0
CL00150,RF00742,CL00069,RF00357,263.0
CL00150,RF00742,CL00069,RF00509,473.0
CL00150,RF00742,CL00069,RF00530,434.0
CL00150,RF00742,CL00069,RF00570,426.0
CL00150,RF00742,CL00069,RF01169,424.0
CL00150,RF00742,CL00069,RF01278,446.0
CL00150,RF00742,CL00116,RF03116,16806.0
CL00150,RF00742,CL00116,RF03117,24802.0
CL00150,RF00742,CL00116,RF03118,7709.0
CL00150,RF00742,CL00116,RF03119,33853.0
CL00150,RF00742,CL00116,RF03120,12206.0
CL00150,RF00742,CL00121,RF00114,1115.0
CL00150,RF00742,CL00121,RF03137,554.0
CL00150,RF00742,CL00121,RF03143,418.0
CL00150,RF00742,CL00121,RF03161,450.0
CL00150,RF00742,CL00124,RF03155,508.0
CL00150,RF00742,CL00124,RF03162,534.0
CL00150,RF00742,CL00150,RF00742,0.0
CL00150,RF00742,CL00150,RF04303,1040.0
CL00150,RF04303,CL00012,RF00162,933.0
CL00150,RF04303,CL00012,RF00634,731.0
CL00150,RF04303,CL00012,RF01725,607.0
CL00150,RF04303,CL00013,RF00100,2334.0
CL00150,RF04303,CL00013,RF01052,49020.0
CL00150,RF04303,CL00014,RF01315,1502.0
CL00150,RF04303,CL00014,RF01317,1508.0
CL00150,RF04303,CL00014,RF01327,1516.0
CL00150,RF04303,CL00014,RF01328,1512.0
CL00150,RF04303,CL00014,RF01338,1512.0
CL00150,RF04303,CL00014,RF01352,1516.0
CL00150,RF04303,CL00014,RF01379,1486.0
CL00150,RF04303,CL00024,RF00392,966.0
CL00150,RF04303,CL00024,RF01240,1806.0
CL00150,RF04303,CL00034,RF00407,1047.0
CL00150,RF04303,CL00034,RF00430,949.0
CL00150,RF04303,CL00034,RF00566,1100.0
CL00150,RF04303,CL00034,RF00598,1071.0
CL00150,RF04303,CL00069,RF00152,1392.0
CL00150,RF04303,CL00069,RF00181,1415.0
CL00150,RF04303,CL00069,RF00284,1403.0
CL00150,RF04303,CL00069,RF00357,977.0
CL00150,RF04303,CL00069,RF00509,649.0
CL00150,RF04303,CL00069,RF00530,1418.0
CL00150,RF04303,CL00069,RF00570,1410.0
CL00150,RF04303,CL00069,RF01169,1408.0
CL00150,RF04303,CL00069,RF01278,1430.0
CL00150,RF04303,CL00116,RF03116,15822.0
CL00150,RF04303,CL00116,RF03117,23818.0
CL00150,RF04303,CL00116,RF03118,6725.0
CL00150,RF04303,CL00116,RF03119,32869.0
CL00150,RF04303,CL00116,RF03120,11222.0
CL00150,RF04303,CL00121,RF00114,595.0
CL00150,RF04303,CL00121,RF03137,1538.0
CL00150,RF04303,CL00121,RF03143,1402.0
CL00150,RF04303,CL00121,RF03161,1470.0
CL00150,RF04303,CL00124,RF03155,1082.0
CL00150,RF04303,CL00124,RF03162,1518.0
CL00150,RF04303,CL00150,RF00742,1040.0
CL00150,RF04303,CL00150,RF04303,0.0
